,continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate
1282,N. america,Bahamas,2008,15-24 years,1,61581,32746,1.62
1283,N. america,Bahamas,2008,25-34 years,1,55121,32746,1.81
1284,N. america,Bahamas,2008,35-54 years,1,97612,32746,1.02
1285,N. america,Bahamas,2008,5-14 years,1,56731,32746,1.76
1286,N. america,Bahamas,2008,55-74 years,0,42184,32746,0.0
1287,N. america,Bahamas,2008,75+ years,0,8218,32746,0.0
1288,N. america,Bahamas,2009,15-24 years,2,62730,30450,3.19
1289,N. america,Bahamas,2009,25-34 years,1,55921,30450,1.79
1290,N. america,Bahamas,2009,35-54 years,3,100661,30450,2.98
1291,N. america,Bahamas,2009,5-14 years,0,55785,30450,0.0
1292,N. america,Bahamas,2009,55-74 years,0,44183,30450,0.0
1293,N. america,Bahamas,2009,75+ years,0,8533,30450,0.0
1294,N. america,Bahamas,2010,15-24 years,3,63760,30239,4.71
1295,N. america,Bahamas,2010,25-34 years,0,56919,30239,0.0
1296,N. america,Bahamas,2010,35-54 years,4,103638,30239,3.86
1297,N. america,Bahamas,2010,5-14 years,0,54352,30239,0.0
1298,N. america,Bahamas,2010,55-74 years,2,46338,30239,4.32
1299,N. america,Bahamas,2010,75+ years,1,8862,30239,11.28
1300,N. america,Bahamas,2011,15-24 years,1,64463,29761,1.55
1301,N. america,Bahamas,2011,25-34 years,1,58135,29761,1.72
1302,N. america,Bahamas,2011,35-54 years,1,104753,29761,0.95
1303,N. america,Bahamas,2011,5-14 years,0,53162,29761,0.0
1304,N. america,Bahamas,2011,55-74 years,1,48440,29761,2.06
1305,N. america,Bahamas,2011,75+ years,0,9430,29761,0.0
1306,N. america,Bahamas,2012,15-24 years,2,65146,31204,3.07
1307,N. america,Bahamas,2012,25-34 years,0,59649,31204,0.0
1308,N. america,Bahamas,2012,35-54 years,3,105711,31204,2.84
1309,N. america,Bahamas,2012,5-14 years,0,52345,31204,0.0
1310,N. america,Bahamas,2012,55-74 years,0,50660,31204,0.0
1311,N. america,Bahamas,2012,75+ years,0,10047,31204,0.0
1312,N. america,Bahamas,2013,15-24 years,0,65584,30455,0.0
1313,N. america,Bahamas,2013,25-34 years,0,61296,30455,0.0
1314,N. america,Bahamas,2013,35-54 years,3,106479,30455,2.82
1315,N. america,Bahamas,2013,5-14 years,0,51931,30455,0.0
1316,N. america,Bahamas,2013,55-74 years,2,52987,30455,3.77
1317,N. america,Bahamas,2013,75+ years,0,10682,30455,0.0
1318,Asia,Bahrain,1985,15-24 years,0,87500,9980,0.0
1319,Asia,Bahrain,1985,25-34 years,7,95200,9980,7.35
1320,Asia,Bahrain,1985,35-54 years,4,76600,9980,5.22
1321,Asia,Bahrain,1985,5-14 years,0,83400,9980,0.0
1322,Asia,Bahrain,1985,55-74 years,0,20300,9980,0.0
1323,Asia,Bahrain,1985,75+ years,0,2900,9980,0.0
1324,Asia,Bahrain,1987,15-24 years,1,88000,9321,1.14
1325,Asia,Bahrain,1987,25-34 years,4,91400,9321,4.38
1326,Asia,Bahrain,1987,35-54 years,3,75000,9321,4.0
1327,Asia,Bahrain,1987,5-14 years,0,85700,9321,0.0
1328,Asia,Bahrain,1987,55-74 years,1,20700,9321,4.83
1329,Asia,Bahrain,1987,75+ years,0,3100,9321,0.0
1330,Asia,Bahrain,1988,15-24 years,1,82400,9501,1.21
1331,Asia,Bahrain,1988,25-34 years,8,93600,9501,8.55
1332,Asia,Bahrain,1988,35-54 years,5,94400,9501,5.3
1333,Asia,Bahrain,1988,5-14 years,0,91900,9501,0.0
1334,Asia,Bahrain,1988,55-74 years,0,24700,9501,0.0
1335,Asia,Bahrain,1988,75+ years,0,2700,9501,0.0
1336,Asia,Bahrain,1997,15-24 years,0,100942,11985,0.0
1337,Asia,Bahrain,1997,25-34 years,0,131138,11985,0.0
1338,Asia,Bahrain,1997,35-54 years,0,150387,11985,0.0
1339,Asia,Bahrain,1997,5-14 years,0,112821,11985,0.0
1340,Asia,Bahrain,1997,55-74 years,0,29861,11985,0.0
1341,Asia,Bahrain,1997,75+ years,0,4605,11985,0.0
1342,Asia,Bahrain,1998,15-24 years,0,104524,11325,0.0
1343,Asia,Bahrain,1998,25-34 years,0,132445,11325,0.0
1344,Asia,Bahrain,1998,35-54 years,0,157930,11325,0.0
1345,Asia,Bahrain,1998,5-14 years,0,115561,11325,0.0
1346,Asia,Bahrain,1998,55-74 years,0,30813,11325,0.0
1347,Asia,Bahrain,1998,75+ years,0,4735,11325,0.0
1348,Asia,Bahrain,1999,15-24 years,3,107545,11703,2.79
1349,Asia,Bahrain,1999,25-34 years,9,135130,11703,6.66
1350,Asia,Bahrain,1999,35-54 years,5,166471,11703,3.0
1351,Asia,Bahrain,1999,5-14 years,0,119928,11703,0.0
1352,Asia,Bahrain,1999,55-74 years,0,31827,11703,0.0
1353,Asia,Bahrain,1999,75+ years,0,4861,11703,0.0
1354,Asia,Bahrain,2000,15-24 years,2,110176,15345,1.82
1355,Asia,Bahrain,2000,25-34 years,17,139494,15345,12.19
1356,Asia,Bahrain,2000,35-54 years,10,176677,15345,5.66
1357,Asia,Bahrain,2000,5-14 years,0,126303,15345,0.0
1358,Asia,Bahrain,2000,55-74 years,0,32902,15345,0.0
1359,Asia,Bahrain,2000,75+ years,0,5042,15345,0.0
1360,Asia,Bahrain,2001,15-24 years,3,122806,14383,2.44
1361,Asia,Bahrain,2001,25-34 years,9,146881,14383,6.13
1362,Asia,Bahrain,2001,35-54 years,9,186007,14383,4.84
1363,Asia,Bahrain,2001,5-14 years,1,129443,14383,0.77
1364,Asia,Bahrain,2001,55-74 years,1,33708,14383,2.97
1365,Asia,Bahrain,2001,75+ years,0,5238,14383,0.0
1366,Asia,Bahrain,2002,15-24 years,4,134041,14572,2.98
1367,Asia,Bahrain,2002,25-34 years,8,156638,14572,5.11
1368,Asia,Bahrain,2002,35-54 years,13,197876,14572,6.57
1369,Asia,Bahrain,2002,5-14 years,0,132310,14572,0.0
1370,Asia,Bahrain,2002,55-74 years,0,34652,14572,0.0
1371,Asia,Bahrain,2002,75+ years,0,5493,14572,0.0
1372,Asia,Bahrain,2003,15-24 years,3,143441,15756,2.09
1373,Asia,Bahrain,2003,25-34 years,14,169179,15756,8.28
1374,Asia,Bahrain,2003,35-54 years,17,212717,15756,7.99
1375,Asia,Bahrain,2003,5-14 years,0,135882,15756,0.0
1376,Asia,Bahrain,2003,55-74 years,0,35917,15756,0.0
1377,Asia,Bahrain,2003,75+ years,0,5777,15756,0.0
1378,Asia,Bahrain,2004,15-24 years,3,151130,17497,1.99
1379,Asia,Bahrain,2004,25-34 years,22,184829,17497,11.9
1380,Asia,Bahrain,2004,35-54 years,13,231123,17497,5.62
1381,Asia,Bahrain,2004,5-14 years,0,140735,17497,0.0
1382,Asia,Bahrain,2004,55-74 years,4,37692,17497,10.61
1383,Asia,Bahrain,2004,75+ years,0,6050,17497,0.0
1384,Asia,Bahrain,2005,15-24 years,6,144720,19485,4.15
1385,Asia,Bahrain,2005,25-34 years,18,216133,19485,8.33
1386,Asia,Bahrain,2005,35-54 years,16,266887,19485,6.0
1387,Asia,Bahrain,2005,5-14 years,0,136104,19485,0.0
1388,Asia,Bahrain,2005,55-74 years,2,47244,19485,4.23
1389,Asia,Bahrain,2005,75+ years,0,8452,19485,0.0
1390,Asia,Bahrain,2006,15-24 years,4,155110,20826,2.58
1391,Asia,Bahrain,2006,25-34 years,17,238927,20826,7.12
1392,Asia,Bahrain,2006,35-54 years,6,293265,20826,2.05
1393,Asia,Bahrain,2006,5-14 years,0,140564,20826,0.0
1394,Asia,Bahrain,2006,55-74 years,1,51323,20826,1.95
1395,Asia,Bahrain,2006,75+ years,0,9354,20826,0.0
1396,Asia,Bahrain,2007,15-24 years,6,166492,22524,3.6
1397,Asia,Bahrain,2007,25-34 years,17,264410,22524,6.43
1398,Asia,Bahrain,2007,35-54 years,15,322599,22524,4.65
1399,Asia,Bahrain,2007,5-14 years,0,145083,22524,0.0
1400,Asia,Bahrain,2007,55-74 years,2,55837,22524,3.58
1401,Asia,Bahrain,2007,75+ years,0,10349,22524,0.0
1402,Asia,Bahrain,2008,15-24 years,3,172704,25106,1.74
1403,Asia,Bahrain,2008,25-34 years,23,290281,25106,7.92
1404,Asia,Bahrain,2008,35-54 years,16,341334,25106,4.69
1405,Asia,Bahrain,2008,5-14 years,0,149572,25106,0.0
1406,Asia,Bahrain,2008,55-74 years,1,60374,25106,1.66
1407,Asia,Bahrain,2008,75+ years,0,9845,25106,0.0
1408,Asia,Bahrain,2009,15-24 years,4,183088,20988,2.18
1409,Asia,Bahrain,2009,25-34 years,13,322028,20988,4.04
1410,Asia,Bahrain,2009,35-54 years,16,361393,20988,4.43
1411,Asia,Bahrain,2009,5-14 years,2,154302,20988,1.3
1412,Asia,Bahrain,2009,55-74 years,1,63917,20988,1.56
1413,Asia,Bahrain,2009,75+ years,0,8194,20988,0.0
1414,Asia,Bahrain,2010,15-24 years,1,183959,22572,0.54
1415,Asia,Bahrain,2010,25-34 years,7,339959,22572,2.06
1416,Asia,Bahrain,2010,35-54 years,10,377941,22572,2.65
1417,Asia,Bahrain,2010,5-14 years,0,158554,22572,0.0
1418,Asia,Bahrain,2010,55-74 years,1,69833,22572,1.43
1419,Asia,Bahrain,2010,75+ years,0,8914,22572,0.0
1420,Asia,Bahrain,2011,15-24 years,4,177483,26078,2.25
1421,Asia,Bahrain,2011,25-34 years,6,318829,26078,1.88
1422,Asia,Bahrain,2011,35-54 years,6,366537,26078,1.64
1423,Asia,Bahrain,2011,5-14 years,1,158479,26078,0.63
1424,Asia,Bahrain,2011,55-74 years,1,73023,26078,1.37
1425,Asia,Bahrain,2011,75+ years,0,9111,26078,0.0
1426,Asia,Bahrain,2012,15-24 years,1,192694,25587,0.52
1427,Asia,Bahrain,2012,25-34 years,12,347929,25587,3.45
1428,Asia,Bahrain,2012,35-54 years,6,404003,25587,1.49
1429,Asia,Bahrain,2012,5-14 years,0,166813,25587,0.0
1430,Asia,Bahrain,2012,55-74 years,0,81642,25587,0.0
1431,Asia,Bahrain,2012,75+ years,0,8697,25587,0.0
1432,Asia,Bahrain,2013,15-24 years,1,190540,26793,0.52
1433,Asia,Bahrain,2013,25-34 years,2,350145,26793,0.57
1434,Asia,Bahrain,2013,35-54 years,2,408514,26793,0.49
1435,Asia,Bahrain,2013,5-14 years,0,168995,26793,0.0
1436,Asia,Bahrain,2013,55-74 years,0,87088,26793,0.0
1437,Asia,Bahrain,2013,75+ years,0,9210,26793,0.0
1438,Asia,Bahrain,2014,15-24 years,4,179561,27503,2.23
1439,Asia,Bahrain,2014,25-34 years,4,348790,27503,1.15
1440,Asia,Bahrain,2014,35-54 years,1,398025,27503,0.25
1441,Asia,Bahrain,2014,5-14 years,0,168991,27503,0.0
1442,Asia,Bahrain,2014,55-74 years,0,105757,27503,0.0
1443,Asia,Bahrain,2014,75+ years,0,12842,27503,0.0
1444,N. america,Barbados,1985,15-24 years,0,52000,6137,0.0
1445,N. america,Barbados,1985,25-34 years,3,44000,6137,6.82
1446,N. america,Barbados,1985,35-54 years,0,44000,6137,0.0
1447,N. america,Barbados,1985,5-14 years,0,48000,6137,0.0
1448,N. america,Barbados,1985,55-74 years,3,32000,6137,9.38
1449,N. america,Barbados,1985,75+ years,1,11000,6137,9.09
1450,N. america,Barbados,1986,15-24 years,2,52400,6720,3.82
1451,N. america,Barbados,1986,25-34 years,2,44000,6720,4.55
1452,N. america,Barbados,1986,35-54 years,4,44000,6720,9.09
1453,N. america,Barbados,1986,5-14 years,0,48200,6720,0.0
1454,N. america,Barbados,1986,55-74 years,0,32000,6720,0.0
1455,N. america,Barbados,1986,75+ years,0,11000,6720,0.0
1456,N. america,Barbados,1987,15-24 years,0,52800,7333,0.0
1457,N. america,Barbados,1987,25-34 years,1,44400,7333,2.25
1458,N. america,Barbados,1987,35-54 years,3,44600,7333,6.73
1459,N. america,Barbados,1987,5-14 years,1,48600,7333,2.06
1460,N. america,Barbados,1987,55-74 years,1,32300,7333,3.1
1461,N. america,Barbados,1987,75+ years,0,11000,7333,0.0
1462,N. america,Barbados,1988,15-24 years,2,52800,7763,3.79
1463,N. america,Barbados,1988,25-34 years,5,44800,7763,11.16
1464,N. america,Barbados,1988,35-54 years,3,44800,7763,6.7
1465,N. america,Barbados,1988,5-14 years,0,48800,7763,0.0
1466,N. america,Barbados,1988,55-74 years,2,32500,7763,6.15
1467,N. america,Barbados,1988,75+ years,0,11100,7763,0.0
1468,N. america,Barbados,1989,15-24 years,5,49000,8541,10.2
1469,N. america,Barbados,1989,25-34 years,3,47000,8541,6.38
1470,N. america,Barbados,1989,35-54 years,6,49000,8541,12.24
1471,N. america,Barbados,1989,5-14 years,0,44000,8541,0.0
1472,N. america,Barbados,1989,55-74 years,2,34000,8541,5.88
1473,N. america,Barbados,1989,75+ years,0,13000,8541,0.0
1474,N. america,Barbados,1990,15-24 years,1,49000,8537,2.04
1475,N. america,Barbados,1990,25-34 years,2,47000,8537,4.26
1476,N. america,Barbados,1990,35-54 years,7,50000,8537,14.0
1477,N. america,Barbados,1990,5-14 years,0,44000,8537,0.0
1478,N. america,Barbados,1990,55-74 years,3,33000,8537,9.09
1479,N. america,Barbados,1990,75+ years,3,14000,8537,21.43
1480,N. america,Barbados,1991,15-24 years,3,48000,8469,6.25
1481,N. america,Barbados,1991,25-34 years,5,46000,8469,10.87
1482,N. america,Barbados,1991,35-54 years,5,53000,8469,9.43
1483,N. america,Barbados,1991,5-14 years,0,42000,8469,0.0
1484,N. america,Barbados,1991,55-74 years,4,33000,8469,12.12
1485,N. america,Barbados,1991,75+ years,0,15000,8469,0.0
1486,N. america,Barbados,1992,15-24 years,0,48000,8129,0.0
1487,N. america,Barbados,1992,25-34 years,5,47000,8129,10.64
1488,N. america,Barbados,1992,35-54 years,6,55000,8129,10.91
1489,N. america,Barbados,1992,5-14 years,0,41000,8129,0.0
1490,N. america,Barbados,1992,55-74 years,3,34000,8129,8.82
1491,N. america,Barbados,1992,75+ years,0,15000,8129,0.0
1492,N. america,Barbados,1993,15-24 years,5,46300,8540,10.8
1493,N. america,Barbados,1993,25-34 years,3,47000,8540,6.38
1494,N. america,Barbados,1993,35-54 years,3,57000,8540,5.26
1495,N. america,Barbados,1993,5-14 years,0,41800,8540,0.0
1496,N. america,Barbados,1993,55-74 years,4,32600,8540,12.27
1497,N. america,Barbados,1993,75+ years,1,14900,8540,6.71
1498,N. america,Barbados,1994,15-24 years,1,45400,8953,2.2
1499,N. america,Barbados,1994,25-34 years,1,46700,8953,2.14
1500,N. america,Barbados,1994,35-54 years,6,59300,8953,10.12
1501,N. america,Barbados,1994,5-14 years,1,41600,8953,2.4
1502,N. america,Barbados,1994,55-74 years,5,32300,8953,15.48
1503,N. america,Barbados,1994,75+ years,0,15000,8953,0.0
1504,N. america,Barbados,1995,15-24 years,3,44500,9378,6.74
1505,N. america,Barbados,1995,25-34 years,7,46300,9378,15.12
1506,N. america,Barbados,1995,35-54 years,5,61800,9378,8.09
1507,N. america,Barbados,1995,5-14 years,0,41400,9378,0.0
1508,N. america,Barbados,1995,55-74 years,2,32100,9378,6.23
1509,N. america,Barbados,1995,75+ years,0,15100,9378,0.0
1510,N. america,Barbados,2000,15-24 years,1,39626,12430,2.52
1511,N. america,Barbados,2000,25-34 years,4,42630,12430,9.38
1512,N. america,Barbados,2000,35-54 years,5,77354,12430,6.46
1513,N. america,Barbados,2000,5-14 years,0,40503,12430,0.0
1514,N. america,Barbados,2000,55-74 years,0,37116,12430,0.0
1515,N. america,Barbados,2000,75+ years,0,13904,12430,0.0
1516,N. america,Barbados,2001,15-24 years,0,39538,12348,0.0
1517,N. america,Barbados,2001,25-34 years,0,42154,12348,0.0
1518,N. america,Barbados,2001,35-54 years,1,78678,12348,1.27
1519,N. america,Barbados,2001,5-14 years,0,40168,12348,0.0
1520,N. america,Barbados,2001,55-74 years,1,37649,12348,2.66
1521,N. america,Barbados,2001,75+ years,0,14219,12348,0.0
1522,N. america,Barbados,2002,15-24 years,0,39458,12511,0.0
1523,N. america,Barbados,2002,25-34 years,0,41668,12511,0.0
1524,N. america,Barbados,2002,35-54 years,0,79572,12511,0.0
1525,N. america,Barbados,2002,5-14 years,0,39780,12511,0.0
1526,N. america,Barbados,2002,55-74 years,0,38362,12511,0.0
1527,N. america,Barbados,2002,75+ years,0,14513,12511,0.0
1528,N. america,Barbados,2003,15-24 years,0,39363,12887,0.0
1529,N. america,Barbados,2003,25-34 years,0,41191,12887,0.0
1530,N. america,Barbados,2003,35-54 years,0,80187,12887,0.0
1531,N. america,Barbados,2003,5-14 years,0,39380,12887,0.0
1532,N. america,Barbados,2003,55-74 years,0,39264,12887,0.0
1533,N. america,Barbados,2003,75+ years,0,14737,12887,0.0
1534,N. america,Barbados,2004,15-24 years,0,39223,13786,0.0
1535,N. america,Barbados,2004,25-34 years,0,40748,13786,0.0
1536,N. america,Barbados,2004,35-54 years,3,80724,13786,3.72
1537,N. america,Barbados,2004,5-14 years,0,38995,13786,0.0
1538,N. america,Barbados,2004,55-74 years,0,40343,13786,0.0
1539,N. america,Barbados,2004,75+ years,0,14892,13786,0.0
1540,N. america,Barbados,2005,15-24 years,0,39025,15230,0.0
1541,N. america,Barbados,2005,25-34 years,0,40350,15230,0.0
1542,N. america,Barbados,2005,35-54 years,1,81285,15230,1.23
1543,N. america,Barbados,2005,5-14 years,0,38670,15230,0.0
1544,N. america,Barbados,2005,55-74 years,0,41579,15230,0.0
1545,N. america,Barbados,2005,75+ years,0,14980,15230,0.0
1546,N. america,Barbados,2006,15-24 years,0,38739,16531,0.0
1547,N. america,Barbados,2006,25-34 years,2,39933,16531,5.01
1548,N. america,Barbados,2006,35-54 years,5,81744,16531,6.12
1549,N. america,Barbados,2006,5-14 years,0,38357,16531,0.0
1550,N. america,Barbados,2006,55-74 years,1,42888,16531,2.33
1551,N. america,Barbados,2006,75+ years,1,15222,16531,6.57
1552,N. america,Barbados,2007,15-24 years,0,38425,17528,0.0
1553,N. america,Barbados,2007,25-34 years,0,39542,17528,0.0
1554,N. america,Barbados,2007,35-54 years,0,82232,17528,0.0
1555,N. america,Barbados,2007,5-14 years,0,38131,17528,0.0
1556,N. america,Barbados,2007,55-74 years,0,44320,17528,0.0
1557,N. america,Barbados,2007,75+ years,0,15433,17528,0.0
1558,N. america,Barbados,2008,15-24 years,0,38099,17760,0.0
1559,N. america,Barbados,2008,25-34 years,0,39171,17760,0.0
1560,N. america,Barbados,2008,35-54 years,1,82646,17760,1.21
1561,N. america,Barbados,2008,5-14 years,0,38008,17760,0.0
1562,N. america,Barbados,2008,55-74 years,0,45874,17760,0.0
1563,N. america,Barbados,2008,75+ years,0,15616,17760,0.0
1564,N. america,Barbados,2009,15-24 years,0,37779,17007,0.0
1565,N. america,Barbados,2009,25-34 years,0,38806,17007,0.0
1566,N. america,Barbados,2009,35-54 years,3,82842,17007,3.62
1567,N. america,Barbados,2009,5-14 years,0,37985,17007,0.0
1568,N. america,Barbados,2009,55-74 years,1,47532,17007,2.1
1569,N. america,Barbados,2009,75+ years,1,15774,17007,6.34
1570,N. america,Barbados,2010,15-24 years,0,37486,17034,0.0
1571,N. america,Barbados,2010,25-34 years,0,38438,17034,0.0
1572,N. america,Barbados,2010,35-54 years,3,82748,17034,3.63
1573,N. america,Barbados,2010,5-14 years,0,38052,17034,0.0
1574,N. america,Barbados,2010,55-74 years,0,49264,17034,0.0
1575,N. america,Barbados,2010,75+ years,0,15939,17034,0.0
1576,N. america,Barbados,2011,15-24 years,0,37328,17708,0.0
1577,N. america,Barbados,2011,25-34 years,0,38186,17708,0.0
1578,N. america,Barbados,2011,35-54 years,0,82511,17708,0.0
1579,N. america,Barbados,2011,5-14 years,0,37932,17708,0.0
1580,N. america,Barbados,2011,55-74 years,0,51002,17708,0.0
1581,N. america,Barbados,2011,75+ years,0,16244,17708,0.0
1582,N. america,Barbados,2012,15-24 years,0,37154,17620,0.0
1583,N. america,Barbados,2012,25-34 years,0,37944,17620,0.0
1584,N. america,Barbados,2012,35-54 years,0,81981,17620,0.0
1585,N. america,Barbados,2012,5-14 years,0,37838,17620,0.0
1586,N. america,Barbados,2012,55-74 years,0,52812,17620,0.0
1587,N. america,Barbados,2012,75+ years,0,16541,17620,0.0
1588,N. america,Barbados,2013,15-24 years,0,36970,17395,0.0
1589,N. america,Barbados,2013,25-34 years,0,37701,17395,0.0
1590,N. america,Barbados,2013,35-54 years,0,81246,17395,0.0
1591,N. america,Barbados,2013,5-14 years,0,37760,17395,0.0
1592,N. america,Barbados,2013,55-74 years,0,54683,17395,0.0
1593,N. america,Barbados,2013,75+ years,0,16805,17395,0.0
1594,Europe,Belarus,1990,15-24 years,156,1409400,2301,11.07
1595,Europe,Belarus,1990,25-34 years,404,1684100,2301,23.99
1596,Europe,Belarus,1990,35-54 years,873,2483600,2301,35.15
1597,Europe,Belarus,1990,5-14 years,11,1553100,2301,0.71
1598,Europe,Belarus,1990,55-74 years,521,1815800,2301,28.69
1599,Europe,Belarus,1990,75+ years,120,462800,2301,25.93
1600,Europe,Belarus,1991,15-24 years,173,1401200,1899,12.35
1601,Europe,Belarus,1991,25-34 years,384,1649600,1899,23.28
1602,Europe,Belarus,1991,35-54 years,877,2511800,1899,34.92
1603,Europe,Belarus,1991,5-14 years,16,1588700,1899,1.01
1604,Europe,Belarus,1991,55-74 years,576,1884300,1899,30.57
1605,Europe,Belarus,1991,75+ years,143,440600,1899,32.46
1606,Europe,Belarus,1992,15-24 years,197,1416800,1780,13.9
1607,Europe,Belarus,1992,25-34 years,447,1623700,1780,27.53
1608,Europe,Belarus,1992,35-54 years,1002,2546100,1780,39.35
1609,Europe,Belarus,1992,5-14 years,34,1615200,1780,2.11
1610,Europe,Belarus,1992,55-74 years,619,1946300,1780,31.8
1611,Europe,Belarus,1992,75+ years,125,422800,1780,29.56
1612,Europe,Belarus,1993,15-24 years,212,1436900,1689,14.75
1613,Europe,Belarus,1993,25-34 years,512,1583800,1689,32.33
1614,Europe,Belarus,1993,35-54 years,1236,2578200,1689,47.94
1615,Europe,Belarus,1993,5-14 years,22,1639100,1689,1.34
1616,Europe,Belarus,1993,55-74 years,775,1986600,1689,39.01
1617,Europe,Belarus,1993,75+ years,128,416500,1689,30.73
1618,Europe,Belarus,1994,15-24 years,244,1445700,1547,16.88
1619,Europe,Belarus,1994,25-34 years,518,1557400,1547,33.26
1620,Europe,Belarus,1994,35-54 years,1333,2594800,1547,51.37
1621,Europe,Belarus,1994,5-14 years,18,1641000,1547,1.1
1622,Europe,Belarus,1994,55-74 years,898,2003800,1547,44.81
1623,Europe,Belarus,1994,75+ years,142,411200,1547,34.53
1624,Europe,Belarus,1995,15-24 years,243,1464700,1444,16.59
1625,Europe,Belarus,1995,25-34 years,526,1506100,1444,34.92
1626,Europe,Belarus,1995,35-54 years,1403,2634300,1444,53.26
1627,Europe,Belarus,1995,5-14 years,15,1636800,1444,0.92
1628,Europe,Belarus,1995,55-74 years,896,2026100,1444,44.22
1629,Europe,Belarus,1995,75+ years,120,405600,1444,29.59
1630,Europe,Belarus,1996,15-24 years,267,1481100,1524,18.03
1631,Europe,Belarus,1996,25-34 years,577,1464300,1524,39.4
1632,Europe,Belarus,1996,35-54 years,1561,2683000,1524,58.18
1633,Europe,Belarus,1996,5-14 years,16,1619300,1524,0.99
1634,Europe,Belarus,1996,55-74 years,1073,2035000,1524,52.73
1635,Europe,Belarus,1996,75+ years,133,402100,1524,33.08
1636,Europe,Belarus,1997,15-24 years,297,1494700,1458,19.87
